Procedure Code Category,ICD-10 CODES,Procedure Code Descriptions
FUSN,0SG04ZJ,"Fusion of Lumbar Vertebral Joint, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG1070,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG1071,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG107J,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG10A0,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG10A1,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG10AJ,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach "
FUSN,0SG10J0,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG10J1,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG10JJ,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG10K0,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG10K1,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG10KJ,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG10Z0,"Fusion of 2 or more Lumbar Vertebral Joints, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG10Z1,"Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Posterior Column, Open Approach "
FUSN,0SG10ZJ,"Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG1470,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG1471,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG147J,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14A0,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14A1,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14AJ,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14J0,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14J1,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14JJ,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14K0,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14K1,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14KJ,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14Z0,"Fusion of 2 or more Lumbar Vertebral Joints, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14Z1,"Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG14ZJ,"Fusion of 2 or more Lumbar Vertebral Joints, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG3070,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG3071,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG307J,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG30A0,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG30A1,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG30AJ,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG30J0,"Fusion of Lumbosacral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG30J1,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG30JJ,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG30K0,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG30K1,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG30KJ,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG30Z0,"Fusion of Lumbosacral Joint, Anterior Approach, Anterior Column, Open Approach"
FUSN,0SG30Z1,"Fusion of Lumbosacral Joint, Posterior Approach, Posterior Column, Open Approach"
FUSN,0SG30ZJ,"Fusion of Lumbosacral Joint, Posterior Approach, Anterior Column, Open Approach"
FUSN,0SG3470,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG3471,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG347J,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34A0,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34A1,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34AJ,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34J0,"Fusion of Lumbosacral Joint with Synthetic Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34J1,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34JJ,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34K0,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34K1,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34KJ,"Fusion of Lumbosacral Joint with Nonautologous Tissue Substitute, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34Z0,"Fusion of Lumbosacral Joint, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34Z1,"Fusion of Lumbosacral Joint, Posterior Approach, Posterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG34ZJ,"Fusion of Lumbosacral Joint, Posterior Approach, Anterior Column, Percutaneous Endoscopic Approach"
FUSN,0SG704Z,"Fusion of Right Sacroiliac Joint with Internal Fixation Device, Open Approach"
FUSN,0SG707Z,"Fusion of Right Sacroiliac Joint with Autologous Tissue Substitute, Open Approach"
FUSN,0SG70JZ,"Fusion of Right Sacroiliac Joint with Synthetic Substitute, Open Approach"
FUSN,0SG70KZ,"Fusion of Right Sacroiliac Joint with Nonautologous Tissue Substitute, Open Approach"
FUSN,0SG70ZZ,"Fusion of Right Sacroiliac Joint, Open Approach"
FUSN,0SG744Z,"Fusion of Right Sacroiliac Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
FUSN,0SG747Z,"Fusion of Right Sacroiliac Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
FUSN,0SG74JZ,"Fusion of Right Sacroiliac Joint with Synthetic Substitute, Percutaneous Endoscopic Approach"
FUSN,0SG74KZ,"Fusion of Right Sacroiliac Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
FUSN,0SG74ZZ,"Fusion of Right Sacroiliac Joint, Percutaneous Endoscopic Approach"
FUSN,0SG804Z,"Fusion of Left Sacroiliac Joint with Internal Fixation Device, Open Approach"
FUSN,0SG807Z,"Fusion of Left Sacroiliac Joint with Autologous Tissue Substitute, Open Approach"
FUSN,0SG80JZ,"Fusion of Left Sacroiliac Joint with Synthetic Substitute, Open Approach"
FUSN,0SG80KZ,"Fusion of Left Sacroiliac Joint with Nonautologous Tissue Substitute, Open Approach"
FUSN,0SG80ZZ,"Fusion of Left Sacroiliac Joint, Open Approach"
FUSN,0SG844Z,"Fusion of Left Sacroiliac Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
FUSN,0SG847Z,"Fusion of Left Sacroiliac Joint with Autologous Tissue Substitute, Percutaneous Endoscopic Approach"
FUSN,0SG84JZ,"Fusion of Left Sacroiliac Joint with Synthetic Substitute, Percutaneous Endoscopic Approach"
FUSN,0SG84KZ,"Fusion of Left Sacroiliac Joint with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach"
FUSN,0SG84ZZ,"Fusion of Left Sacroiliac Joint, Percutaneous Endoscopic Approach"
FX,0PSC04Z,"Reposition Right Humeral Head with Internal Fixation Device, Open Approach"
FX,0PSC05Z,"Reposition Right Humeral Head with External Fixation Device, Open Approach"
FX,0PSC06Z,"Reposition Right Humeral Head with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSC0BZ,"Reposition Right Humeral Head with Monoplanar External Fixation Device, Open Approach"
FX,0PSC0CZ,"Reposition Right Humeral Head with Ring External Fixation Device, Open Approach"
FX,0PSC0DZ,"Reposition Right Humeral Head with Hybrid External Fixation Device, Open Approach"
FX,0PSC0ZZ,"Reposition Right Humeral Head, Open Approach"
FX,0PSD04Z,"Reposition Left Humeral Head with Internal Fixation Device, Open Approach"
FX,0PSD05Z,"Reposition Left Humeral Head with External Fixation Device, Open Approach"
FX,0PSD06Z,"Reposition Left Humeral Head with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSD0BZ,"Reposition Left Humeral Head with Monoplanar External Fixation Device, Open Approach"
FX,0PSD0CZ,"Reposition Left Humeral Head with Ring External Fixation Device, Open Approach"
FX,0PSD0DZ,"Reposition Left Humeral Head with Hybrid External Fixation Device, Open Approach"
FX,0PSD0ZZ,"Reposition Left Humeral Head, Open Approach"
FX,0PSF04Z,"Reposition Right Humeral Shaft with Internal Fixation Device, Open Approach"
FX,0PSF05Z,"Reposition Right Humeral Shaft with External Fixation Device, Open Approach"
FX,0PSF06Z,"Reposition Right Humeral Shaft with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSF0BZ,"Reposition Right Humeral Shaft with Monoplanar External Fixation Device, Open Approach"
FX,0PSF0CZ,"Reposition Right Humeral Shaft with Ring External Fixation Device, Open Approach"
FX,0PSF0DZ,"Reposition Right Humeral Shaft with Hybrid External Fixation Device, Open Approach"
FX,0PSF0ZZ,"Reposition Right Humeral Shaft, Open Approach"
FX,0PSG04Z,"Reposition Left Humeral Shaft with Internal Fixation Device, Open Approach"
FX,0PSG05Z,"Reposition Left Humeral Shaft with External Fixation Device, Open Approach"
FX,0PSG06Z,"Reposition Left Humeral Shaft with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSG0BZ,"Reposition Left Humeral Shaft with Monoplanar External Fixation Device, Open Approach"
FX,0PSG0CZ,"Reposition Left Humeral Shaft with Ring External Fixation Device, Open Approach"
FX,0PSG0DZ,"Reposition Left Humeral Shaft with Hybrid External Fixation Device, Open Approach"
FX,0PSG0ZZ,"Reposition Left Humeral Shaft, Open Approach"
FX,0PSH04Z,"Reposition Right Radius with Internal Fixation Device, Open Approach"
FX,0PSH05Z,"Reposition Right Radius with External Fixation Device, Open Approach"
FX,0PSH06Z,"Reposition Right Radius with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSH0BZ,"Reposition Right Radius with Monoplanar External Fixation Device, Open Approach"
FX,0PSH0CZ,"Reposition Right Radius with Ring External Fixation Device, Open Approach"
FX,0PSH0DZ,"Reposition Right Radius with Hybrid External Fixation Device, Open Approach"
FX,0PSH0ZZ,"Reposition Right Radius, Open Approach"
FX,0PSJ04Z,"Reposition Left Radius with Internal Fixation Device, Open Approach"
FX,0PSJ05Z,"Reposition Left Radius with External Fixation Device, Open Approach"
FX,0PSJ06Z,"Reposition Left Radius with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSJ0BZ,"Reposition Left Radius with Monoplanar External Fixation Device, Open Approach"
FX,0PSJ0CZ,"Reposition Left Radius with Ring External Fixation Device, Open Approach"
FX,0PSJ0DZ,"Reposition Left Radius with Hybrid External Fixation Device, Open Approach"
FX,0PSJ0ZZ,"Reposition Left Radius, Open Approach"
FX,0PSK04Z,"Reposition Right Ulna with Internal Fixation Device, Open Approach"
FX,0PSK05Z,"Reposition Right Ulna with External Fixation Device, Open Approach"
FX,0PSK06Z,"Reposition Right Ulna with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSK0BZ,"Reposition Right Ulna with Monoplanar External Fixation Device, Open Approach"
FX,0PSK0CZ,"Reposition Right Ulna with Ring External Fixation Device, Open Approach"
FX,0PSK0DZ,"Reposition Right Ulna with Hybrid External Fixation Device, Open Approach"
FX,0PSK0ZZ,"Reposition Right Ulna, Open Approach"
FX,0PSL04Z,"Reposition Left Ulna with Internal Fixation Device, Open Approach"
FX,0PSL05Z,"Reposition Left Ulna with External Fixation Device, Open Approach"
FX,0PSL06Z,"Reposition Left Ulna with Intramedullary Internal Fixation Device, Open Approach"
FX,0PSL0BZ,"Reposition Left Ulna with Monoplanar External Fixation Device, Open Approach"
FX,0PSL0CZ,"Reposition Left Ulna with Ring External Fixation Device, Open Approach"
FX,0PSL0DZ,"Reposition Left Ulna with Hybrid External Fixation Device, Open Approach"
FX,0PSL0ZZ,"Reposition Left Ulna, Open Approach"
FX,0QS604Z,"Reposition Right Upper Femur with Internal Fixation Device, Open Approach"
FX,0QS605Z,"Reposition Right Upper Femur with External Fixation Device, Open Approach"
FX,0QS606Z,"Reposition Right Upper Femur with Intramedullary Internal Fixation Device, Open Approach"
FX,0QS60BZ,"Reposition Right Upper Femur with Monoplanar External Fixation Device, Open Approach"
FX,0QS60CZ,"Reposition Right Upper Femur with Ring External Fixation Device, Open Approach"
FX,0QS60DZ,"Reposition Right Upper Femur with Hybrid External Fixation Device, Open Approach"
FX,0QS60ZZ,"Reposition Right Upper Femur, Open Approach"
FX,0QS704Z,"Reposition Left Upper Femur with Internal Fixation Device, Open Approach"
FX,0QS705Z,"Reposition Left Upper Femur with External Fixation Device, Open Approach"
FX,0QS706Z,"Reposition Left Upper Femur with Intramedullary Internal Fixation Device, Open Approach"
FX,0QS70BZ,"Reposition Left Upper Femur with Monoplanar External Fixation Device, Open Approach"
FX,0QS70CZ,"Reposition Left Upper Femur with Ring External Fixation Device, Open Approach"
FX,0QS70DZ,"Reposition Left Upper Femur with Hybrid External Fixation Device, Open Approach"
FX,0QS70ZZ,"Reposition Left Upper Femur, Open Approach"
FX,0QS804Z,"Reposition Right Femoral Shaft with Internal Fixation Device, Open Approach"
FX,0QS805Z,"Reposition Right Femoral Shaft with External Fixation Device, Open Approach"
FX,0QS806Z,"Reposition Right Femoral Shaft with Intramedullary Internal Fixation Device, Open Approach"
FX,0QS80BZ,"Reposition Right Femoral Shaft with Monoplanar External Fixation Device, Open Approach"
FX,0QS80CZ,"Reposition Right Femoral Shaft with Ring External Fixation Device, Open Approach"
FX,0QS80DZ,"Reposition Right Femoral Shaft with Hybrid External Fixation Device, Open Approach"
FX,0QS80ZZ,"Reposition Right Femoral Shaft, Open Approach"
FX,0QS904Z,"Reposition Left Femoral Shaft with Internal Fixation Device, Open Approach"
FX,0QS905Z,"Reposition Left Femoral Shaft with External Fixation Device, Open Approach"
FX,0QS906Z,"Reposition Left Femoral Shaft with Intramedullary Internal Fixation Device, Open Approach"
FX,0QS90BZ,"Reposition Left Femoral Shaft with Monoplanar External Fixation Device, Open Approach"
FX,0QS90CZ,"Reposition Left Femoral Shaft with Ring External Fixation Device, Open Approach"
FX,0QS90DZ,"Reposition Left Femoral Shaft with Hybrid External Fixation Device, Open Approach"
FX,0QS90ZZ,"Reposition Left Femoral Shaft, Open Approach"
FX,0QSB04Z,"Reposition Right Lower Femur with Internal Fixation Device, Open Approach"
